chr:start:end,chr,start,end
17:82445378:82445691,17,82445378,82445691
1:143498928:143499070,1,143498928,143499070
6:35035685:35035915,6,35035685,35035915
1:26805213:26805443,1,26805213,26805443
17:73343481:73343584,17,73343481,73343584
6:136782960:136783241,6,136782960,136783241
9:37788324:37788762,9,37788324,37788762
9:131504148:131504330,9,131504148,131504330
2:110212975:110213540,2,110212975,110213540
16:87850730:87850966,16,87850730,87850966
19:6768240:6768583,19,6768240,6768583
19:47726213:47726427,19,47726213,47726427
18:24459532:24460286,18,24459532,24460286
18:13261258:13261646,18,13261258,13261646
6:148341861:148342134,6,148341861,148342134
7:18663939:18664626,7,18663939,18664626
8:56999456:56999767,8,56999456,56999767
1:10151149:10151633,1,10151149,10151633
5:132497350:132497538,5,132497350,132497538
14:50790021:50790614,14,50790021,50790614
2:97114902:97115125,2,97114902,97115125
22:46602054:46602184,22,46602054,46602184
9:128780670:128780750,9,128780670,128780750
17:81966732:81966806,17,81966732,81966806
6:89924149:89924470,6,89924149,89924470
13:52195889:52195969,13,52195889,52195969
16:57166918:57167301,16,57166918,57167301
3:185574626:185575074,3,185574626,185575074
15:85545690:85546426,15,85545690,85546426
7:75155199:75155529,7,75155199,75155529
16:79769142:79769523,16,79769142,79769523
11:46356755:46357162,11,46356755,46357162
2:168717401:168717956,2,168717401,168717956
17:45172979:45173198,17,45172979,45173198
3:172151893:172152460,3,172151893,172152460
1:112832254:112832519,1,112832254,112832519
11:12570664:12571579,11,12570664,12571579
1:241847325:241847623,1,241847325,241847623
8:26418874:26419427,8,26418874,26419427
12:80939308:80939886,12,80939308,80939886
5:176994594:176994822,5,176994594,176994822
11:88227881:88228478,11,88227881,88228478
15:64044414:64044943,15,64044414,64044943
7:41944252:41944434,7,41944252,41944434
21:26100240:26100874,21,26100240,26100874
13:49831514:49832277,13,49831514,49832277
18:21803683:21804005,18,21803683,21804005
5:176237858:176238048,5,176237858,176238048
8:8811730:8811963,8,8811730,8811963
13:27533956:27534285,13,27533956,27534285
8:141094333:141094739,8,141094333,141094739
1:120393582:120393785,1,120393582,120393785
6:28950966:28951165,6,28950966,28951165
7:5557725:5558076,7,5557725,5558076
17:18297163:18297420,17,18297163,18297420
16:30471510:30471966,16,30471510,30471966
11:75350766:75350888,11,75350766,75350888
7:73771140:73771321,7,73771140,73771321
10:30560095:30560426,10,30560095,30560426
19:41877735:41877985,19,41877735,41877985
5:33132482:33132876,5,33132482,33132876
8:11796316:11796574,8,11796316,11796574
7:32904365:32904674,7,32904365,32904674
10:26440993:26441767,10,26440993,26441767
12:131897138:131897238,12,131897138,131897238
3:46221496:46221929,3,46221496,46221929
6:31576454:31577070,6,31576454,31577070
12:124745628:124745899,12,124745628,124745899
1:18116212:18116676,1,18116212,18116676
9:130194772:130195178,9,130194772,130195178
22:20567587:20568132,22,20567587,20568132
3:54065108:54065977,3,54065108,54065977
19:9791245:9791387,19,9791245,9791387
10:114749553:114749848,10,114749553,114749848
6:34346701:34346916,6,34346701,34346916
6:159092638:159092921,6,159092638,159092921
11:90223753:90224122,11,90223753,90224122
10:6205860:6206014,10,6205860,6206014
3:155000815:155000869,3,155000815,155000869
7:1882494:1882634,7,1882494,1882634
7:76328295:76328597,7,76328295,76328597
7:99497755:99498280,7,99497755,99498280
3:153066780:153067226,3,153066780,153067226
18:50286565:50286659,18,50286565,50286659
6:90403977:90404513,6,90403977,90404513
19:45103131:45103354,19,45103131,45103354
19:1367023:1367368,19,1367023,1367368
10:42242729:42242857,10,42242729,42242857
18:55585736:55585950,18,55585736,55585950
19:57318107:57318444,19,57318107,57318444
13:31950624:31951342,13,31950624,31951342
15:44664561:44664788,15,44664561,44664788
13:29934794:29935160,13,29934794,29935160
21:15219278:15219566,21,15219278,15219566
6:166411674:166411961,6,166411674,166411961
19:17488251:17488499,19,17488251,17488499
1:39103407:39103906,1,39103407,39103906
8:33201986:33202880,8,33201986,33202880
17:35342103:35342257,17,35342103,35342257
9:92134769:92135201,9,92134769,92135201
11:62806697:62807131,11,62806697,62807131
3:188123214:188123684,3,188123214,188123684
3:24496068:24496331,3,24496068,24496331
17:38883912:38884271,17,38883912,38884271
17:64087922:64088308,17,64087922,64088308
12:110861443:110861674,12,110861443,110861674
3:151398938:151399286,3,151398938,151399286
22:49788438:49788626,22,49788438,49788626
17:50779682:50780147,17,50779682,50780147
20:17268805:17269724,20,17268805,17269724
22:17771504:17772036,22,17771504,17772036
8:143017354:143017576,8,143017354,143017576
1:153633561:153633741,1,153633561,153633741
10:89385021:89385363,10,89385021,89385363
13:98651909:98652402,13,98651909,98652402
7:102279692:102279805,7,102279692,102279805
10:97188245:97188393,10,97188245,97188393
2:189782367:189782688,2,189782367,189782688
2:105512861:105513597,2,105512861,105513597
21:33231575:33231898,21,33231575,33231898
11:69014193:69014369,11,69014193,69014369
1:16674992:16675288,1,16674992,16675288
6:31123293:31123767,6,31123293,31123767
2:8785600:8785881,2,8785600,8785881
7:36984927:36985108,7,36984927,36985108
6:167652345:167652462,6,167652345,167652462
14:24315429:24315647,14,24315429,24315647
3:72178320:72178696,3,72178320,72178696
1:226739962:226740287,1,226739962,226740287
1:11038345:11038789,1,11038345,11038789
2:199910720:199910893,2,199910720,199910893
19:55087518:55087651,19,55087518,55087651
3:187750646:187751022,3,187750646,187751022
8:26611223:26611623,8,26611223,26611623
5:158039954:158040639,5,158039954,158040639
3:56800591:56800955,3,56800591,56800955
11:96341177:96341442,11,96341177,96341442
19:45322353:45322599,19,45322353,45322599
20:51492561:51492844,20,51492561,51492844
10:50660075:50660232,10,50660075,50660232
5:75721037:75721130,5,75721037,75721130
6:37314952:37315296,6,37314952,37315296
4:177503072:177503726,4,177503072,177503726
8:70533933:70534059,8,70533933,70534059
12:131167160:131167593,12,131167160,131167593
12:51868526:51868847,12,51868526,51868847
3:126910823:126911287,3,126910823,126911287
2:111437413:111438104,2,111437413,111438104
1:88993777:88993975,1,88993777,88993975
4:79728142:79728589,4,79728142,79728589
8:108279337:108279863,8,108279337,108279863
7:5143814:5143981,7,5143814,5143981
X:324304:324471,X,324304,324471
19:35741714:35741979,19,35741714,35741979
5:159692045:159692917,5,159692045,159692917
2:11687705:11687954,2,11687705,11687954
12:43807608:43807994,12,43807608,43807994
3:112973944:112974791,3,112973944,112974791
14:22392065:22392469,14,22392065,22392469
7:36440968:36441596,7,36440968,36441596
18:9575659:9575817,18,9575659,9575817
8:130359310:130359590,8,130359310,130359590
6:139134676:139134905,6,139134676,139134905
3:9976986:9977432,3,9976986,9977432
16:8961669:8962112,16,8961669,8962112
19:48630625:48630724,19,48630625,48630724
6:139679958:139680049,6,139679958,139680049
10:27243316:27243529,10,27243316,27243529
11:12567716:12568750,11,12567716,12568750
22:39091488:39091774,22,39091488,39091774
7:1194352:1194546,7,1194352,1194546
20:50484225:50484707,20,50484225,50484707
16:89500533:89500624,16,89500533,89500624
17:80265511:80265798,17,80265511,80265798
5:139487829:139487935,5,139487829,139487935
10:124733223:124733497,10,124733223,124733497
6:28160517:28160919,6,28160517,28160919
22:50628906:50629032,22,50628906,50629032
3:197655901:197656299,3,197655901,197656299
5:178729703:178729868,5,178729703,178729868
2:8413732:8414473,2,8413732,8414473
7:4813474:4813976,7,4813474,4813976
19:7669431:7669643,19,7669431,7669643
19:33263517:33263801,19,33263517,33263801
18:45682329:45682567,18,45682329,45682567
11:128302261:128302994,11,128302261,128302994
22:46598925:46599236,22,46598925,46599236
19:43779287:43779351,19,43779287,43779351
20:53707027:53707588,20,53707027,53707588
7:74643367:74643615,7,74643367,74643615
16:1938342:1938656,16,1938342,1938656
6:47476952:47477158,6,47476952,47477158
3:71906247:71906748,3,71906247,71906748
9:93098132:93098393,9,93098132,93098393
5:36158115:36158947,5,36158115,36158947
7:151838306:151838535,7,151838306,151838535
20:56487390:56487579,20,56487390,56487579
6:166361026:166361222,6,166361026,166361222
10:1293510:1293977,10,1293510,1293977
12:117045828:117046160,12,117045828,117046160
13:31903306:31903636,13,31903306,31903636
20:10469735:10469960,20,10469735,10469960
11:316433:316733,11,316433,316733
2:110422920:110423083,2,110422920,110423083
10:45379353:45379684,10,45379353,45379684
13:99434662:99434883,13,99434662,99434883
12:104740748:104740945,12,104740748,104740945
12:8709474:8709756,12,8709474,8709756
6:6676900:6677117,6,6676900,6677117
14:100104633:100105270,14,100104633,100105270
16:15971795:15972182,16,15971795,15972182
5:10545029:10545489,5,10545029,10545489
3:138846588:138846766,3,138846588,138846766
16:1458835:1459114,16,1458835,1459114
3:128145518:128145630,3,128145518,128145630
16:50246944:50247107,16,50246944,50247107
5:132102435:132103284,5,132102435,132103284
7:155149133:155149544,7,155149133,155149544
2:190181424:190181792,2,190181424,190181792
21:14064578:14064751,21,14064578,14064751
11:44957132:44957173,11,44957132,44957173
11:64865206:64865374,11,64865206,64865374
7:128202430:128202578,7,128202430,128202578
6:35771165:35771278,6,35771165,35771278
20:61102903:61103357,20,61102903,61103357
6:43144422:43144576,6,43144422,43144576
16:3610432:3610642,16,3610432,3610642
14:60534828:60535390,14,60534828,60535390
2:48313345:48313696,2,48313345,48313696
6:99569146:99569226,6,99569146,99569226
8:67648196:67648612,8,67648196,67648612
13:98574923:98575279,13,98574923,98575279
6:149751038:149751177,6,149751038,149751177
19:14432807:14432927,19,14432807,14432927
12:103576353:103576946,12,103576353,103576946
9:98174611:98175156,9,98174611,98175156
13:75536849:75536971,13,75536849,75536971
7:157851376:157851527,7,157851376,157851527
1:97436250:97436297,1,97436250,97436297
9:111936987:111937510,9,111936987,111937510
15:32579361:32579617,15,32579361,32579617
11:107456151:107456493,11,107456151,107456493
12:121791743:121792132,12,121791743,121792132
3:194223702:194223897,3,194223702,194223897
10:89001490:89002075,10,89001490,89002075
8:100807932:100808389,8,100807932,100808389
2:8644683:8644865,2,8644683,8644865
5:172077060:172077341,5,172077060,172077341
1:230299184:230299423,1,230299184,230299423
3:127608966:127609435,3,127608966,127609435
1:12180736:12180864,1,12180736,12180864
1:152622137:152622611,1,152622137,152622611
6:3812331:3812976,6,3812331,3812976
10:122461838:122461876,10,122461838,122461876
1:115827527:115828099,1,115827527,115828099
1:226086074:226086186,1,226086074,226086186
11:123064054:123064514,11,123064054,123064514
12:124550074:124550958,12,124550074,124550958
6:148830427:148830770,6,148830427,148830770
12:25249766:25249980,12,25249766,25249980
4:109703924:109704084,4,109703924,109704084
19:4374381:4374592,19,4374381,4374592
1:15372341:15372579,1,15372341,15372579
18:11987577:11987957,18,11987577,11987957
3:172558831:172559381,3,172558831,172559381
16:18839439:18839900,16,18839439,18839900
5:170632490:170632650,5,170632490,170632650
8:61712280:61712501,8,61712280,61712501
8:143128562:143128912,8,143128562,143128912
20:18194909:18194965,20,18194909,18194965
19:19329159:19329408,19,19329159,19329408
17:4257199:4257389,17,4257199,4257389
1:39640231:39640364,1,39640231,39640364
3:11304533:11304898,3,11304533,11304898
16:1469784:1469917,16,1469784,1469917
2:161243703:161244129,2,161243703,161244129
6:7114556:7114888,6,7114556,7114888
21:42319827:42320032,21,42319827,42320032
11:34440487:34440830,11,34440487,34440830
19:3191191:3191322,19,3191191,3191322
1:8898643:8898885,1,8898643,8898885
19:8001662:8001938,19,8001662,8001938
17:4186987:4187146,17,4186987,4187146
21:44920035:44920216,21,44920035,44920216
1:229325713:229326086,1,229325713,229326086
17:80845775:80845869,17,80845775,80845869
19:36213887:36214129,19,36213887,36214129
11:47591630:47591687,11,47591630,47591687
3:48684559:48684713,3,48684559,48684713
6:20533721:20533874,6,20533721,20533874
12:50664578:50664661,12,50664578,50664661
22:50005062:50005442,22,50005062,50005442
6:139540865:139541621,6,139540865,139541621
3:112476205:112476968,3,112476205,112476968
6:81754510:81754725,6,81754510,81754725
1:185329217:185329481,1,185329217,185329481
3:47103305:47103743,3,47103305,47103743
9:127838938:127839048,9,127838938,127839048
17:21574049:21574180,17,21574049,21574180
3:45993733:45994496,3,45993733,45994496
13:110538737:110539077,13,110538737,110539077
20:48716748:48717084,20,48716748,48717084
8:100906934:100907292,8,100906934,100907292
5:138534439:138534697,5,138534439,138534697
10:124924932:124925054,10,124924932,124925054
13:99215482:99215686,13,99215482,99215686
14:55374758:55375425,14,55374758,55375425
1:7150056:7150263,1,7150056,7150263
12:48104441:48104735,12,48104441,48104735
12:124498576:124498823,12,124498576,124498823
2:230227205:230227885,2,230227205,230227885
2:111346331:111346811,2,111346331,111346811
10:95294546:95294930,10,95294546,95294930
7:73703192:73703491,7,73703192,73703491
3:122325707:122326175,3,122325707,122326175
2:113234937:113235136,2,113234937,113235136
3:9890118:9890298,3,9890118,9890298
3:67657077:67657367,3,67657077,67657367
19:10236918:10237074,19,10236918,10237074
17:78010898:78010983,17,78010898,78010983
11:57499924:57500112,11,57499924,57500112
20:23085948:23086070,20,23085948,23086070
6:110957980:110958021,6,110957980,110958021
2:173875178:173875513,2,173875178,173875513
1:74199678:74199837,1,74199678,74199837
6:138429208:138429750,6,138429208,138429750
3:151087457:151087659,3,151087457,151087659
20:5056889:5057647,20,5056889,5057647
3:11944231:11944604,3,11944231,11944604
17:5770914:5771112,17,5770914,5771112
8:133526577:133527096,8,133526577,133527096
21:34570381:34570714,21,34570381,34570714
6:45586706:45587069,6,45586706,45587069
11:71962818:71963397,11,71962818,71963397
1:157699321:157700114,1,157699321,157700114
15:78760540:78760688,15,78760540,78760688
14:60532432:60533041,14,60532432,60533041
2:96163540:96163888,2,96163540,96163888
11:44956544:44956828,11,44956544,44956828
6:148831170:148831535,6,148831170,148831535
5:150485354:150485547,5,150485354,150485547
1:64504504:64504893,1,64504504,64504893
3:15858607:15858758,3,15858607,15858758
6:22060361:22061108,6,22060361,22061108
11:130090678:130090772,11,130090678,130090772
7:100540137:100540476,7,100540137,100540476
5:173018483:173018881,5,173018483,173018881
11:63492131:63492372,11,63492131,63492372
12:121582597:121582756,12,121582597,121582756
1:40860705:40861045,1,40860705,40861045
2:9753296:9753587,2,9753296,9753587
7:90321705:90321938,7,90321705,90321938
7:44264161:44264445,7,44264161,44264445
17:48428882:48429279,17,48428882,48429279
5:91219051:91219295,5,91219051,91219295
10:61000310:61000533,10,61000310,61000533
